account_id,attention_priority,value_tier,gmv_total_6m,action_segment,primary_nba,nba_reason_code,execution_status,action_state,owner_role,named_owner_required,notify_am_before_send,playbook_id,recommended_channel,first_action,follow_up_days,success_condition,stop_condition,escalation_condition,guardrail_codes,draft_status,message_template_id,draft_customer_message,internal_task_brief,secondary_test,secondary_test_arm,secondary_test_draft,nurture_subcontext,recent_activity_status,lifecycle_context,rising_tail_watchlist,phase1_rollout_status,buyer_cadence,migration_progress_status,next_rerun_behaviour,change_type,change_flags,generated_action
ACC-011,P2,Key,15600,4. Establish / Re-establish / Observe,Establish / Re-establish,RETURNED_CUSTOMER,Ready — Human,Draft Ready,Account Manager,False,False,PB04_ESTABLISH,"Personal email from AM, then call",Send welcome-back outreach; book a call.,10,New: 2+ orders across 2+ months within 90 days. Returned: orders in at least 2 of the next 3 months.,Second order placed (new) or cadence agreed (returned).,Returned Key account with no response after 2 attempts -> Portfolio Lead.,MATERIAL_BROKER_INCONSISTENCY; LOW_CONFIDENCE,Draft ready (not sent),EST_RETURNED,"Hi {first_name},

Great to see you ordering with Fleek again. I'd love to catch up on what you're sourcing at the moment and how often you're planning to buy, so we can make sure the right handpicked stock is in front of you. Would a quick call in the next week or two work?

Best,
{sender_name}","WHY NOW: Long-tenured customer returned in Dec-Feb after no Sep-Nov spend.
WHAT WE KNOW:
- Key, Broker-Reliant, Account Managed; £15,600 6m GMV; Reseller, France; tenure 34 months.
- Momentum: H2 Active / No H1 GMV; No Meaningful History (last GMV month: December); 1 orders over 1 month(s).
- Dependency: Medium (broker reliance 50%; 1 AM-placed / 0 self-serve orders).
- Engagement: 14 product views, 6 app days, 1 offer(s), 50 Fleek chats, 0 video requests; basket Handpick-only.
- Warnings: MATERIAL_BROKER_INCONSISTENCY; LOW_CONFIDENCE.
WHAT TO DO: Welcome-back conversation: what brought them back, what they are sourcing now, how often they plan to buy.
WHAT NOT TO DO: Do not treat them as a brand-new customer.
SUCCESS: New: 2+ orders across 2+ months within 90 days. Returned: orders in at least 2 of the next 3 months.",,,,,No Meaningful History,Returned Customer,False,Not Eligible,Lumpy,N/A,Once H1/H2 history exists the account leaves this playbook automatically via re-segmentation.,NO_MATERIAL_CHANGE,,
ACC-012,P2,Key,14611,1. Migration Candidate,Guided Self-Serve Migration,MIGRATION_KEY_SIGNOFF,Human Sign-Off Required,Awaiting Sign-Off,Portfolio Lead + Account Manager,False,False,PB03_GUIDED_MIGRATION,AM call + in-app walkthrough; automated milestone tracking,Portfolio Lead + AM sign-off decision on a gradual self-serve shift.,15,"Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",GMV guardrail breached (At Risk) -> restore high-touch support; no behaviour change at day 90 -> reassess suitability.,At Risk at day 45; any Key account change; customer pushback on the change.,KEY_SIGNOFF; MATERIAL_BROKER_INCONSISTENCY,Withheld until sign-off is recorded,,,"WHY NOW: Key broker-reliant account with healthy spend; downside risk too large for automated initiation.
WHAT WE KNOW:
- Key, Broker-Reliant, Account Managed; £14,611 6m GMV; Reseller, United Kingdom; tenure 17 months.
- Momentum: Growing (Sep-Nov £6,126 -> Dec-Feb £8,485); Recently Active (last GMV month: February); 28 orders over 6 month(s).
- Dependency: High (broker reliance 59%; 17 AM-placed / 11 self-serve orders).
- Engagement: 3 product views, 2 app days, 0 offer(s), 182 Fleek chats, 1 video requests; basket Mixed.
- Warnings: KEY_SIGNOFF; MATERIAL_BROKER_INCONSISTENCY.
WHAT TO DO: Portfolio Lead and AM decide whether a gradual self-serve shift is appropriate. Record approve / decline and conditions.
WHAT NOT TO DO: No migration communication before sign-off.
SUCCESS: Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",,,,,Recently Active,Existing Customer,False,Not Eligible,Regular,Baseline,"Enter 90-day monitoring inputs; migration_progress_status updates (Baseline/Progressing/Capability/At Risk). Day-90 outcomes: Capability Demonstrated, Progressing - Extend, At Risk - Restore support, No Change - Reassess.",NO_MATERIAL_CHANGE,,
ACC-013,P1,Key,14315,2. Protect / Retain First,Retention Conversation,DECLINING_KEY_CORE,Ready — Human,Draft Ready,Account Manager,False,False,PB01_RETENTION,"Personal email from AM, then call",Read brief; send outreach to book a review call.,7,"Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.","Customer confirms a planned pause/seasonal gap (log cadence), or no response after 2 attempts (escalate).","No response after 2 attempts, or Key account with further decline -> Portfolio Lead.",,Draft ready (not sent),RET_AM,"Hi {first_name},

I'd like to set up a short call to review how sourcing through Fleek is working for you at the moment and what you're planning to buy over the next few months. It will help me make sure the stock I source for you (bundles and handpicked stock) is the right fit. Would sometime later this week or early next week suit you?

Best,
{sender_name}","WHY NOW: Commercially important, broker-led spend is falling.
WHAT WE KNOW:
- Key, Broker-Reliant, Account Managed; £14,315 6m GMV; Reseller, United Kingdom; tenure 17 months.
- Momentum: Declining (Sep-Nov £9,966 -> Dec-Feb £4,350); Recently Active (last GMV month: February); 21 orders over 5 month(s).
- Dependency: Medium (broker reliance 59%; 12 AM-placed / 9 self-serve orders).
- Engagement: 5 product views, 8 app days, 1 offer(s), 36 Fleek chats, 0 video requests; basket Mixed.
WHAT TO DO: Book a conversation. Explore stock availability, price, assortment fit, buying cadence, competitor/offline wholesaler use and operational friction. Agree a recovery plan.
WHAT NOT TO DO: Do not reduce AM support or push migration; do not suggest the customer is at fault; do not propose chat/video/feature usage as the fix.
SUCCESS: Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.",,,,,Recently Active,Existing Customer,False,Not Eligible,Regular,N/A,"Stay in playbook while momentum is Declining; exit when momentum is Stable/Growing for a full run; if the account lapses, NBA moves to Verify/Win-Back.",NO_MATERIAL_CHANGE,,
ACC-014,P1,Key,11721,2. Protect / Retain First,Retention Conversation,DECLINING_KEY_CORE,Ready — Human,Draft Ready,Account Manager,False,False,PB01_RETENTION,"Personal email from AM, then call",Read brief; send outreach to book a review call.,7,"Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.","Customer confirms a planned pause/seasonal gap (log cadence), or no response after 2 attempts (escalate).","No response after 2 attempts, or Key account with further decline -> Portfolio Lead.",,Draft ready (not sent),RET_AM,"Hi {first_name},

I'd like to set up a short call to review how sourcing through Fleek is working for you at the moment and what you're planning to buy over the next few months. It will help me make sure the stock I source for you (bundles and handpicked stock) is the right fit. Would sometime later this week or early next week suit you?

Best,
{sender_name}","WHY NOW: Commercially important, broker-led spend is falling.
WHAT WE KNOW:
- Key, Broker-Reliant, Account Managed; £11,721 6m GMV; Reseller, United States; tenure 8 months.
- Momentum: Declining (Sep-Nov £7,060 -> Dec-Feb £4,661); Recently Active (last GMV month: February); 27 orders over 6 month(s).
- Dependency: High (broker reliance 81%; 22 AM-placed / 5 self-serve orders).
- Engagement: 1 product views, 5 app days, 0 offer(s), 64 Fleek chats, 36 video requests; basket Mixed.
WHAT TO DO: Book a conversation. Explore stock availability, price, assortment fit, buying cadence, competitor/offline wholesaler use and operational friction. Agree a recovery plan.
WHAT NOT TO DO: Do not reduce AM support or push migration; do not suggest the customer is at fault; do not propose chat/video/feature usage as the fix.
SUCCESS: Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.",,,,,Recently Active,Existing Customer,False,Not Eligible,Regular,N/A,"Stay in playbook while momentum is Declining; exit when momentum is Stable/Growing for a full run; if the account lapses, NBA moves to Verify/Win-Back.",NO_MATERIAL_CHANGE,,
ACC-015,P1,Key,11481,3. Win-Back / Verify,Verify Demand / Win-Back,LAPSED_ESTABLISHED,Ready — Human,Draft Ready,Account Manager,False,False,PB02_VERIFY_WINBACK,"Personal email from AM, then call",Send win-back check-in.,14,"Cadence recorded and account reclassified, or a new order within 90 days (60 days for recent-inactivity checks).",Customer confirms infrequent/seasonal buying (set a reminder for their window) or confirms churn (log reason).,Key account with no response after 2 attempts -> Portfolio Lead.,,Draft ready (not sent),WINBACK,"Hi {first_name},

It's been a little while since we last caught up, so I wanted to check in on your buying plans for the coming months. If you're sourcing bundles and handpicked stock again soon, I'd be glad to talk through what you're looking for and how we can help. Would a quick call be useful?

Best,
{sender_name}","WHY NOW: Established buyer with a repeat pattern has had no GMV since November or earlier.
WHAT WE KNOW:
- Key, Broker-Reliant, Account Managed; £11,481 6m GMV; Reseller, United Kingdom; tenure 13 months.
- Momentum: Lapsed; Recent Inactivity (last GMV month: November); 8 orders over 3 month(s).
- Dependency: High (broker reliance 64%; 5 AM-placed / 3 self-serve orders).
- Engagement: 5 product views, 6 app days, 1 offer(s), 96 Fleek chats, 0 video requests; basket Mixed.
WHAT TO DO: Win-back conversation about upcoming buying needs and what would bring them back.
WHAT NOT TO DO: Do not say 'you churned' or 'you've stopped buying'.
SUCCESS: Cadence recorded and account reclassified, or a new order within 90 days (60 days for recent-inactivity checks).",,,,,Recent Inactivity,Existing Customer,False,Not Eligible,Regular,N/A,"If an order appears, the account re-segments automatically; if confirmed seasonal, suppress re-contact until the stated window.",NO_MATERIAL_CHANGE,,
ACC-016,P2,Key,11252,1. Migration Candidate,Guided Self-Serve Migration,MIGRATION_KEY_SIGNOFF,Human Sign-Off Required,Awaiting Sign-Off,Portfolio Lead + Account Manager,False,False,PB03_GUIDED_MIGRATION,AM call + in-app walkthrough; automated milestone tracking,Portfolio Lead + AM sign-off decision on a gradual self-serve shift.,15,"Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",GMV guardrail breached (At Risk) -> restore high-touch support; no behaviour change at day 90 -> reassess suitability.,At Risk at day 45; any Key account change; customer pushback on the change.,KEY_SIGNOFF; NO_FEB_GMV (Feb unconfirmed),Withheld until sign-off is recorded,,,"WHY NOW: Key broker-reliant account with healthy spend; downside risk too large for automated initiation.
WHAT WE KNOW:
- Key, Broker-Reliant, Account Managed; £11,252 6m GMV; Reseller, Australia; tenure 10 months.
- Momentum: Growing (Sep-Nov £4,217 -> Dec-Feb £7,035); Recently Active (last GMV month: January); 26 orders over 5 month(s).
- Dependency: High (broker reliance 68%; 18 AM-placed / 8 self-serve orders).
- Engagement: 4 product views, 1 app days, 1 offer(s), 16 Fleek chats, 3 video requests; basket Bundle-only.
- Warnings: KEY_SIGNOFF; NO_FEB_GMV (Feb unconfirmed).
WHAT TO DO: Portfolio Lead and AM decide whether a gradual self-serve shift is appropriate. Record approve / decline and conditions.
WHAT NOT TO DO: No migration communication before sign-off.
SUCCESS: Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",,,,,Recently Active,Existing Customer,False,Not Eligible,Regular,Baseline,"Enter 90-day monitoring inputs; migration_progress_status updates (Baseline/Progressing/Capability/At Risk). Day-90 outcomes: Capability Demonstrated, Progressing - Extend, At Risk - Restore support, No Change - Reassess.",NO_MATERIAL_CHANGE,,
ACC-017,P1,Key,10950,2. Protect / Retain First,Retention Conversation,DECLINING_KEY_CORE,Ready — Human,Draft Ready,Account Manager,False,False,PB01_RETENTION,"Personal email from AM, then call",Read brief; send outreach to book a review call.,7,"Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.","Customer confirms a planned pause/seasonal gap (log cadence), or no response after 2 attempts (escalate).","No response after 2 attempts, or Key account with further decline -> Portfolio Lead.",H2_SINGLE_MONTH_SPIKE,Draft ready (not sent),RET_AM,"Hi {first_name},

I'd like to set up a short call to review how sourcing through Fleek is working for you at the moment and what you're planning to buy over the next few months. It will help me make sure the stock I source for you (bundles and handpicked stock) is the right fit. Would sometime later this week or early next week suit you?

Best,
{sender_name}","WHY NOW: Commercially important, broker-led spend is falling.
WHAT WE KNOW:
- Key, Broker-Reliant, Account Managed; £10,950 6m GMV; Reseller, United Kingdom; tenure 18 months.
- Momentum: Declining (Sep-Nov £7,711 -> Dec-Feb £3,238); Recently Active (last GMV month: February); 37 orders over 5 month(s).
- Dependency: High (broker reliance 78%; 29 AM-placed / 8 self-serve orders).
- Engagement: 2 product views, 4 app days, 1 offer(s), 55 Fleek chats, 1 video requests; basket Mixed.
- Warnings: H2_SINGLE_MONTH_SPIKE.
WHAT TO DO: Book a conversation. Explore stock availability, price, assortment fit, buying cadence, competitor/offline wholesaler use and operational friction. Agree a recovery plan.
WHAT NOT TO DO: Do not reduce AM support or push migration; do not suggest the customer is at fault; do not propose chat/video/feature usage as the fix.
SUCCESS: Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.",,,,,Recently Active,Existing Customer,False,Not Eligible,Regular,N/A,"Stay in playbook while momentum is Declining; exit when momentum is Stable/Growing for a full run; if the account lapses, NBA moves to Verify/Win-Back.",NO_MATERIAL_CHANGE,,
ACC-018,P1,Core,8613,2. Protect / Retain First,Retention Conversation,DECLINING_KEY_CORE,Ready — Human,Draft Ready,Account Manager,False,False,PB01_RETENTION,"Personal email from AM, then call",Read brief; send outreach to book a review call.,7,"Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.","Customer confirms a planned pause/seasonal gap (log cadence), or no response after 2 attempts (escalate).","No response after 2 attempts, or Key account with further decline -> Portfolio Lead.",FEB_SENSITIVE; NO_FEB_GMV (Feb unconfirmed),Draft ready (not sent),RET_AM,"Hi {first_name},

I'd like to set up a short call to review how sourcing through Fleek is working for you at the moment and what you're planning to buy over the next few months. It will help me make sure the stock I source for you (bundles) is the right fit. Would sometime later this week or early next week suit you?

Best,
{sender_name}","WHY NOW: Commercially important, broker-led spend is falling.
WHAT WE KNOW:
- Core, Broker-Reliant, Account Managed; £8,613 6m GMV; Reseller, United Kingdom; tenure 10 months.
- Momentum: Declining (Sep-Nov £5,605 -> Dec-Feb £3,010); Recently Active (last GMV month: January); 11 orders over 5 month(s).
- Dependency: High (broker reliance 74%; 8 AM-placed / 3 self-serve orders).
- Engagement: 10 product views, 3 app days, 0 offer(s), 1 Fleek chats, 0 video requests; basket Bundle-only.
- Warnings: FEB_SENSITIVE; NO_FEB_GMV (Feb unconfirmed).
WHAT TO DO: Book a conversation. Explore stock availability, price, assortment fit, buying cadence, competitor/offline wholesaler use and operational friction. Agree a recovery plan.
WHAT NOT TO DO: Do not reduce AM support or push migration; do not suggest the customer is at fault; do not propose chat/video/feature usage as the fix.
SUCCESS: Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.",,,,,Recently Active,Existing Customer,False,Not Eligible,Regular,N/A,"Stay in playbook while momentum is Declining; exit when momentum is Stable/Growing for a full run; if the account lapses, NBA moves to Verify/Win-Back.",NO_MATERIAL_CHANGE,,
ACC-019,P2,Core,7716,1. Migration Candidate,Guided Self-Serve Migration,MIGRATION_PHASE1_READY,Ready — Hybrid,Draft Ready,Account Manager,False,False,PB03_GUIDED_MIGRATION,AM call + in-app walkthrough; automated milestone tracking,Day 0: AM walkthrough call on independent stock discovery.,15,"Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",GMV guardrail breached (At Risk) -> restore high-touch support; no behaviour change at day 90 -> reassess suitability.,At Risk at day 45; any Key account change; customer pushback on the change.,,Draft ready (not sent),MIG_DAY0,"Hi {first_name},

Alongside the stock I source for you, I'd like to show you how to browse Fleek's full range directly in the app, so you can look through handpicked stock whenever it suits you, make an offer where it fits and place orders yourself. I'm still here for anything you need. Could we do a short walkthrough together this week?

Best,
{sender_name}","WHY NOW: Broker-reliant Core account with healthy, regular spend and repeat self-serve checkout, but little independent browsing.
WHAT WE KNOW:
- Core, Broker-Reliant, Account Managed; £7,716 6m GMV; Reseller, United States; tenure 10 months.
- Momentum: Growing (Sep-Nov £1,446 -> Dec-Feb £6,269); Recently Active (last GMV month: February); 7 orders over 5 month(s).
- Dependency: High (broker reliance 59%; 4 AM-placed / 3 self-serve orders).
- Engagement: 15 product views, 2 app days, 1 offer(s), 16 Fleek chats, 12 video requests; basket Handpick-only.
WHAT TO DO: Run the Phase 1 plan: Day 0 app walkthrough focused on finding stock independently; check-in Day 15-30; formal review Day 45; outcome Day 90.
WHAT NOT TO DO: Do not remove AM support; do not mention cost reduction or 'migration'.
SUCCESS: Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",,,,,Recently Active,Existing Customer,False,Ready,Regular,Baseline,"Enter 90-day monitoring inputs; migration_progress_status updates (Baseline/Progressing/Capability/At Risk). Day-90 outcomes: Capability Demonstrated, Progressing - Extend, At Risk - Restore support, No Change - Reassess.",NO_MATERIAL_CHANGE,,
ACC-020,P2,Core,6452,1. Migration Candidate,Guided Self-Serve Migration,MIGRATION_PHASE1_REVIEW,Human Review Required,Awaiting Human Review,Account Manager,False,False,PB03_GUIDED_MIGRATION,AM call + in-app walkthrough; automated milestone tracking,AM resolves the Phase 1 guardrail(s) before any customer contact.,15,"Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",GMV guardrail breached (At Risk) -> restore high-touch support; no behaviour change at day 90 -> reassess suitability.,At Risk at day 45; any Key account change; customer pushback on the change.,PHASE1_MANUAL_REVIEW; LUMPY_CADENCE; MATERIAL_BROKER_INCONSISTENCY; H2_SINGLE_MONTH_SPIKE,Withheld until human review is complete,,,"WHY NOW: Meets Phase 1 entry criteria but a guardrail (borderline/February-sensitive momentum, lumpy cadence or broker % inconsistency) must be resolved.
WHAT WE KNOW:
- Core, Broker-Reliant, Account Managed; £6,452 6m GMV; Reseller, France; tenure 31 months.
- Momentum: Stable (Sep-Nov £3,474 -> Dec-Feb £2,978); Recently Active (last GMV month: February); 3 orders over 3 month(s).
- Dependency: Medium (broker reliance 48%; 1 AM-placed / 2 self-serve orders).
- Engagement: 3 product views, 7 app days, 0 offer(s), 14 Fleek chats, 2 video requests; basket Mixed.
- Warnings: PHASE1_MANUAL_REVIEW; LUMPY_CADENCE; MATERIAL_BROKER_INCONSISTENCY; H2_SINGLE_MONTH_SPIKE.
WHAT TO DO: Resolve the listed guardrail(s) (verify order history / momentum), then decide Ready or not suitable. Record the decision.
WHAT NOT TO DO: Do not contact the customer about self-serve changes until review is complete.
SUCCESS: Day 90: Self-Serve Capability Demonstrated (>=25 PDP views, >=6 app days, self-serve share above baseline) with GMV guardrail held.",,,,,Recently Active,Existing Customer,False,Manual Review,Lumpy,Baseline,"Enter 90-day monitoring inputs; migration_progress_status updates (Baseline/Progressing/Capability/At Risk). Day-90 outcomes: Capability Demonstrated, Progressing - Extend, At Risk - Restore support, No Change - Reassess.",NO_MATERIAL_CHANGE,,
ACC-021,P1,Core,6199,2. Protect / Retain First,Retention Conversation,DECLINING_KEY_CORE,Ready — Human,Draft Ready,Account Manager,False,False,PB01_RETENTION,"Personal email from AM, then call",Read brief; send outreach to book a review call.,7,"Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.","Customer confirms a planned pause/seasonal gap (log cadence), or no response after 2 attempts (escalate).","No response after 2 attempts, or Key account with further decline -> Portfolio Lead.",,Draft ready (not sent),RET_AM,"Hi {first_name},

I'd like to set up a short call to review how sourcing through Fleek is working for you at the moment and what you're planning to buy over the next few months. It will help me make sure the stock I source for you (bundles and handpicked stock) is the right fit. Would sometime later this week or early next week suit you?

Best,
{sender_name}","WHY NOW: Commercially important, broker-led spend is falling.
WHAT WE KNOW:
- Core, Broker-Reliant, Account Managed; £6,199 6m GMV; Reseller, France; tenure 7 months.
- Momentum: Declining (Sep-Nov £3,866 -> Dec-Feb £2,332); Recently Active (last GMV month: February); 19 orders over 6 month(s).
- Dependency: High (broker reliance 64%; 12 AM-placed / 7 self-serve orders).
- Engagement: 2 product views, 6 app days, 1 offer(s), 19 Fleek chats, 13 video requests; basket Mixed.
WHAT TO DO: Book a conversation. Explore stock availability, price, assortment fit, buying cadence, competitor/offline wholesaler use and operational friction. Agree a recovery plan.
WHAT NOT TO DO: Do not reduce AM support or push migration; do not suggest the customer is at fault; do not propose chat/video/feature usage as the fix.
SUCCESS: Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.",,,,,Recently Active,Existing Customer,False,Not Eligible,Regular,N/A,"Stay in playbook while momentum is Declining; exit when momentum is Stable/Growing for a full run; if the account lapses, NBA moves to Verify/Win-Back.",NO_MATERIAL_CHANGE,,
ACC-022,P1,Core,6140,2. Protect / Retain First,Retention Conversation,DECLINING_KEY_CORE,Ready — Human,Draft Ready,Account Manager,False,False,PB01_RETENTION,"Personal email from AM, then call",Read brief; send outreach to book a review call.,7,"Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.","Customer confirms a planned pause/seasonal gap (log cadence), or no response after 2 attempts (escalate).","No response after 2 attempts, or Key account with further decline -> Portfolio Lead.",H2_SINGLE_MONTH_SPIKE,Draft ready (not sent),RET_AM,"Hi {first_name},

I'd like to set up a short call to review how sourcing through Fleek is working for you at the moment and what you're planning to buy over the next few months. It will help me make sure the stock I source for you (bundles) is the right fit. Would sometime later this week or early next week suit you?

Best,
{sender_name}","WHY NOW: Commercially important, broker-led spend is falling.
WHAT WE KNOW:
- Core, Broker-Reliant, Account Managed; £6,140 6m GMV; Reseller, United States; tenure 21 months.
- Momentum: Declining (Sep-Nov £4,539 -> Dec-Feb £1,601); Recent Inactivity (last GMV month: December); 7 orders over 3 month(s).
- Dependency: Medium (broker reliance 49%; 3 AM-placed / 4 self-serve orders).
- Engagement: 12 product views, 4 app days, 2 offer(s), 33 Fleek chats, 2 video requests; basket Bundle-only.
- Warnings: H2_SINGLE_MONTH_SPIKE.
WHAT TO DO: Book a conversation. Explore stock availability, price, assortment fit, buying cadence, competitor/offline wholesaler use and operational friction. Agree a recovery plan.
WHAT NOT TO DO: Do not reduce AM support or push migration; do not suggest the customer is at fault; do not propose chat/video/feature usage as the fix.
SUCCESS: Root cause logged and next-90-day GMV back to at least the Sep-Nov (H1) level, or the decline arrested.",,,,,Recent Inactivity,Existing Customer,False,Not Eligible,Regular,N/A,"Stay in playbook while momentum is Declining; exit when momentum is Stable/Growing for a full run; if the account lapses, NBA moves to Verify/Win-Back.",NO_MATERIAL_CHANGE,,
